GENESIS-Tabelle: 12421-104r
Demographiespiegel: Gemeinden, Bevölkerung,;;;;;;;
Geschlecht, Altersgruppen, Stichtag;;;;;;;
Bevölkerungsvorausberechnungen-Demographiespiegel;;;;;;;
31.12.2019;;;;;;;
;;;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung
;;;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren
;;;Insgesamt;unter 18;18 bis unter 40;40 bis unter 65;65 oder mehr Jahre
;;;1000;1000;1000;1000;1000
09771169;Todtenweis;männlich;0,72;0,13;0,19;0,29;0,12
09771169;Todtenweis;weiblich;0,70;0,12;0,19;0,25;0,14
09771169;Todtenweis;Insgesamt;1,42;0,25;0,38;0,54;0,26
09771176;Baar (Schwaben);männlich;0,61;0,12;0,17;0,22;0,10
09771176;Baar (Schwaben);weiblich;0,58;0,10;0,15;0,20;0,12
09771176;Baar (Schwaben);Insgesamt;1,19;0,22;0,32;0,43;0,22
09772111;Adelsried;männlich;1,18;0,22;0,29;0,44;0,22
09772111;Adelsried;weiblich;1,20;0,20;0,31;0,46;0,24
09772111;Adelsried;Insgesamt;2,38;0,42;0,60;0,90;0,46
09772114;Allmannshofen;männlich;0,51;0,09;0,15;0,20;0,07
09772114;Allmannshofen;weiblich;0,43;0,08;0,11;0,17;0,09
09772114;Allmannshofen;Insgesamt;0,94;0,16;0,25;0,37;0,15
09772115;Altenmünster;männlich;2,10;0,41;0,51;0,81;0,37
09772115;Altenmünster;weiblich;2,12;0,38;0,56;0,75;0,43
09772115;Altenmünster;Insgesamt;4,21;0,79;1,07;1,56;0,80
09772117;Aystetten;männlich;1,41;0,25;0,30;0,55;0,31
09772117;Aystetten;weiblich;1,53;0,26;0,30;0,60;0,38
09772117;Aystetten;Insgesamt;2,94;0,51;0,59;1,14;0,70
09772121;Biberbach, M;männlich;1,76;0,31;0,47;0,65;0,33
09772121;Biberbach, M;weiblich;1,77;0,31;0,44;0,65;0,37
09772121;Biberbach, M;Insgesamt;3,53;0,62;0,91;1,30;0,71
09772125;Bobingen, St;männlich;8,55;1,55;2,26;3,07;1,67
09772125;Bobingen, St;weiblich;8,76;1,48;2,10;3,12;2,06
09772125;Bobingen, St;Insgesamt;17,31;3,02;4,36;6,19;3,73
09772126;Bonstetten;männlich;0,74;0,15;0,17;0,29;0,13
09772126;Bonstetten;weiblich;0,73;0,14;0,17;0,28;0,14
09772126;Bonstetten;Insgesamt;1,46;0,29;0,34;0,57;0,27
09772130;Diedorf, M;männlich;5,14;0,94;1,26;1,86;1,09
09772130;Diedorf, M;weiblich;5,39;0,90;1,17;1,98;1,33
09772130;Diedorf, M;Insgesamt;10,52;1,83;2,43;3,84;2,42
09772131;Dinkelscherben, M;männlich;3,20;0,56;0,84;1,18;0,63
09772131;Dinkelscherben, M;weiblich;3,21;0,58;0,71;1,17;0,75
09772131;Dinkelscherben, M;Insgesamt;6,41;1,14;1,55;2,35;1,38
09772134;Ehingen;männlich;0,56;0,09;0,18;0,20;0,09
09772134;Ehingen;weiblich;0,55;0,13;0,14;0,20;0,08
09772134;Ehingen;Insgesamt;1,11;0,22;0,31;0,41;0,17
09772136;Ellgau;männlich;0,61;0,12;0,18;0,22;0,09
09772136;Ellgau;weiblich;0,55;0,12;0,14;0,20;0,09
09772136;Ellgau;Insgesamt;1,16;0,24;0,32;0,42;0,18
09772137;Emersacker;männlich;0,71;0,13;0,19;0,27;0,12
09772137;Emersacker;weiblich;0,72;0,15;0,18;0,26;0,13
09772137;Emersacker;Insgesamt;1,43;0,28;0,37;0,53;0,25
09772141;Fischach, M;männlich;2,42;0,48;0,64;0,91;0,40
09772141;Fischach, M;weiblich;2,44;0,43;0,60;0,89;0,52
09772141;Fischach, M;Insgesamt;4,86;0,91;1,24;1,79;0,91
09772145;Gablingen;männlich;2,43;0,42;0,63;0,91;0,47
09772145;Gablingen;weiblich;2,30;0,40;0,56;0,84;0,51
09772145;Gablingen;Insgesamt;4,73;0,82;1,19;1,75;0,98
09772147;Gersthofen, St;männlich;11,19;2,09;3,22;3,92;1,97
09772147;Gersthofen, St;weiblich;11,26;1,95;2,91;3,84;2,57
09772147;Gersthofen, St;Insgesamt;22,45;4,03;6,13;7,76;4,54
09772148;Gessertshausen;männlich;2,19;0,41;0,52;0,82;0,43
09772148;Gessertshausen;weiblich;2,18;0,35;0,50;0,82;0,52
09772148;Gessertshausen;Insgesamt;4,36;0,76;1,02;1,64;0,95
09772149;Graben;männlich;2,05;0,40;0,55;0,81;0,29
09772149;Graben;weiblich;2,01;0,41;0,53;0,77;0,30
09772149;Graben;Insgesamt;4,06;0,81;1,08;1,58;0,58
09772151;Großaitingen;männlich;2,59;0,46;0,67;0,98;0,49
09772151;Großaitingen;weiblich;2,60;0,46;0,60;0,99;0,55
09772151;Großaitingen;Insgesamt;5,19;0,92;1,27;1,97;1,04
09772156;Heretsried;männlich;0,51;0,09;0,13;0,18;0,11
09772156;Heretsried;weiblich;0,50;0,08;0,11;0,20;0,10
09772156;Heretsried;Insgesamt;1,01;0,18;0,24;0,38;0,21
09772157;Hiltenfingen;männlich;0,80;0,14;0,24;0,29;0,14
09772157;Hiltenfingen;weiblich;0,78;0,15;0,21;0,28;0,14
09772157;Hiltenfingen;Insgesamt;1,58;0,29;0,45;0,56;0,29
09772159;Horgau;männlich;1,46;0,25;0,40;0,53;0,28
09772159;Horgau;weiblich;1,43;0,26;0,36;0,52;0,30
09772159;Horgau;Insgesamt;2,89;0,51;0,76;1,05;0,57
09772160;Kleinaitingen;männlich;0,67;0,10;0,22;0,25;0,11
09772160;Kleinaitingen;weiblich;0,63;0,12;0,16;0,24;0,11
09772160;Kleinaitingen;Insgesamt;1,30;0,22;0,38;0,48;0,21
09772162;Klosterlechfeld;männlich;1,48;0,26;0,40;0,57;0,26
09772162;Klosterlechfeld;weiblich;1,48;0,25;0,42;0,52;0,29
09772162;Klosterlechfeld;Insgesamt;2,96;0,51;0,82;1,09;0,55
09772163;Königsbrunn, St;männlich;13,87;2,39;3,77;5,00;2,72
09772163;Königsbrunn, St;weiblich;14,19;2,20;3,41;5,19;3,39
09772163;Königsbrunn, St;Insgesamt;28,06;4,58;7,18;10,19;6,11
09772166;Kühlenthal;männlich;0,41;0,08;0,10;0,16;0,07
09772166;Kühlenthal;weiblich;0,41;0,08;0,09;0,15;0,09
09772166;Kühlenthal;Insgesamt;0,82;0,16;0,19;0,31;0,17
09772167;Kutzenhausen;männlich;1,25;0,22;0,34;0,47;0,22
09772167;Kutzenhausen;weiblich;1,25;0,22;0,33;0,46;0,24
09772167;Kutzenhausen;Insgesamt;2,50;0,45;0,66;0,93;0,46
09772168;Langenneufnach;männlich;0,88;0,16;0,22;0,35;0,15
09772168;Langenneufnach;weiblich;0,89;0,16;0,23;0,33;0,16
09772168;Langenneufnach;Insgesamt;1,77;0,33;0,45;0,68;0,31
09772170;Langerringen;männlich;1,98;0,39;0,56;0,71;0,32
09772170;Langerringen;weiblich;1,93;0,34;0,53;0,70;0,36
09772170;Langerringen;Insgesamt;3,91;0,72;1,09;1,41;0,68
09772171;Langweid a.Lech;männlich;4,09;0,79;1,08;1,54;0,68
09772171;Langweid a.Lech;weiblich;4,16;0,76;1,09;1,45;0,87
09772171;Langweid a.Lech;Insgesamt;8,26;1,55;2,17;2,99;1,55
09772177;Meitingen, M;männlich;5,88;1,12;1,59;2,12;1,05
09772177;Meitingen, M;weiblich;5,85;1,02;1,40;2,08;1,35
09772177;Meitingen, M;Insgesamt;11,73;2,14;2,99;4,20;2,40
09772178;Mickhausen;männlich;0,75;0,15;0,18;0,29;0,13
09772178;Mickhausen;weiblich;0,69;0,13;0,16;0,29;0,11
09772178;Mickhausen;Insgesamt;1,44;0,29;0,34;0,58;0,24
09772179;Mittelneufnach;männlich;0,52;0,09;0,13;0,21;0,10
09772179;Mittelneufnach;weiblich;0,50;0,09;0,12;0,18;0,11
09772179;Mittelneufnach;Insgesamt;1,03;0,17;0,26;0,39;0,21
09772184;Neusäß, St;männlich;10,67;1,89;2,60;3,87;2,31
09772184;Neusäß, St;weiblich;11,66;1,81;2,56;4,06;3,23
09772184;Neusäß, St;Insgesamt;22,34;3,71;5,16;7,93;5,54
09772185;Nordendorf;männlich;1,27;0,25;0,33;0,46;0,23
09772185;Nordendorf;weiblich;1,21;0,23;0,29;0,44;0,25
09772185;Nordendorf;Insgesamt;2,48;0,48;0,62;0,90;0,48
09772186;Oberottmarshausen;männlich;0,86;0,18;0,21;0,34;0,12
09772186;Oberottmarshausen;weiblich;0,88;0,17;0,20;0,35;0,15
09772186;Oberottmarshausen;Insgesamt;1,74;0,35;0,42;0,70;0,28
09772197;Scherstetten;männlich;0,53;0,09;0,14;0,20;0,10
09772197;Scherstetten;weiblich;0,52;0,09;0,12;0,20;0,11
09772197;Scherstetten;Insgesamt;1,05;0,18;0,26;0,40;0,21
09772200;Schwabmünchen, St;männlich;7,06;1,29;1,89;2,54;1,34
09772200;Schwabmünchen, St;weiblich;7,26;1,21;1,84;2,50;1,70
09772200;Schwabmünchen, St;Insgesamt;14,31;2,50;3,73;5,05;3,04
09772202;Stadtbergen, St;männlich;7,36;1,36;1,82;2,66;1,52
09772202;Stadtbergen, St;weiblich;7,74;1,23;1,76;2,78;1,97
09772202;Stadtbergen, St;Insgesamt;15,10;2,59;3,58;5,44;3,49
09772207;Thierhaupten, M;männlich;2,04;0,40;0,55;0,75;0,33
09772207;Thierhaupten, M;weiblich;2,00;0,40;0,49;0,73;0,39
09772207;Thierhaupten, M;Insgesamt;4,04;0,80;1,04;1,48;0,72
09772209;Untermeitingen;männlich;3,45;0,64;0,94;1,25;0,62
09772209;Untermeitingen;weiblich;3,54;0,60;0,93;1,26;0,75
09772209;Untermeitingen;Insgesamt;6,99;1,24;1,87;2,52;1,37
09772211;Ustersbach;männlich;0,57;0,13;0,14;0,20;0,10
09772211;Ustersbach;weiblich;0,60;0,13;0,16;0,21;0,11
09772211;Ustersbach;Insgesamt;1,16;0,25;0,30;0,41;0,20
09772214;Walkertshofen;männlich;0,55;0,10;0,14;0,22;0,08
09772214;Walkertshofen;weiblich;0,55;0,11;0,12;0,22;0,10
09772214;Walkertshofen;Insgesamt;1,09;0,21;0,27;0,44;0,18
09772215;Wehringen;männlich;1,50;0,26;0,40;0,58;0,27
09772215;Wehringen;weiblich;1,46;0,23;0,37;0,57;0,28
09772215;Wehringen;Insgesamt;2,96;0,49;0,78;1,15;0,55
09772216;Welden, M;männlich;1,93;0,33;0,50;0,77;0,34
09772216;Welden, M;weiblich;1,92;0,34;0,43;0,72;0,42
09772216;Welden, M;Insgesamt;3,85;0,68;0,93;1,49;0,76
09772217;Westendorf;männlich;0,83;0,17;0,22;0,32;0,12
09772217;Westendorf;weiblich;0,82;0,16;0,22;0,30;0,14
09772217;Westendorf;Insgesamt;1,65;0,32;0,44;0,63;0,25
09772223;Zusmarshausen, M;männlich;3,28;0,58;0,87;1,25;0,58
09772223;Zusmarshausen, M;weiblich;3,16;0,55;0,77;1,16;0,68
09772223;Zusmarshausen, M;Insgesamt;6,44;1,13;1,64;2,41;1,25
09772444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09772444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09772444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09773111;Aislingen, M;männlich;0,65;0,10;0,18;0,26;0,12
09773111;Aislingen, M;weiblich;0,66;0,11;0,15;0,26;0,14
09773111;Aislingen, M;Insgesamt;1,31;0,21;0,33;0,51;0,26
09773112;Bachhagel;männlich;1,11;0,18;0,29;0,46;0,18
09773112;Bachhagel;weiblich;1,13;0,17;0,26;0,45;0,25
09773112;Bachhagel;Insgesamt;2,24;0,34;0,56;0,91;0,43
09773113;Bächingen a.d.Brenz;männlich;0,69;0,12;0,18;0,26;0,14
09773113;Bächingen a.d.Brenz;weiblich;0,67;0,13;0,15;0,26;0,13
09773113;Bächingen a.d.Brenz;Insgesamt;1,36;0,25;0,33;0,51;0,27
09773116;Binswangen;männlich;0,69;0,12;0,17;0,28;0,12
09773116;Binswangen;weiblich;0,64;0,10;0,14;0,25;0,14
09773116;Binswangen;Insgesamt;1,33;0,22;0,31;0,53;0,27
09773117;Bissingen, M;männlich;1,85;0,31;0,53;0,65;0,36
09773117;Bissingen, M;weiblich;1,84;0,32;0,48;0,65;0,40
09773117;Bissingen, M;Insgesamt;3,69;0,63;1,01;1,30;0,76
09773119;Blindheim;männlich;0,87;0,14;0,22;0,33;0,18
09773119;Blindheim;weiblich;0,82;0,15;0,19;0,30;0,18
09773119;Blindheim;Insgesamt;1,69;0,29;0,42;0,63;0,36
09773122;Buttenwiesen;männlich;3,08;0,59;0,86;1,13;0,49
09773122;Buttenwiesen;weiblich;2,86;0,52;0,74;1,03;0,57
09773122;Buttenwiesen;Insgesamt;5,94;1,12;1,60;2,17;1,06
09773125;Dillingen a.d.Donau, GKSt;männlich;9,46;1,79;2,61;3,36;1,70
09773125;Dillingen a.d.Donau, GKSt;weiblich;9,69;1,58;2,39;3,39;2,33
09773125;Dillingen a.d.Donau, GKSt;Insgesamt;19,15;3,37;5,00;6,75;4,03
09773133;Glött;männlich;0,55;0,08;0,16;0,21;0,11
09773133;Glött;weiblich;0,55;0,08;0,12;0,22;0,13
09773133;Glött;Insgesamt;1,10;0,16;0,28;0,43;0,23
09773136;Gundelfingen a.d.Donau, St;männlich;3,95;0,67;1,14;1,42;0,72
09773136;Gundelfingen a.d.Donau, St;weiblich;3,86;0,61;0,97;1,41;0,87
09773136;Gundelfingen a.d.Donau, St;Insgesamt;7,81;1,28;2,12;2,82;1,59
09773137;Haunsheim;männlich;0,80;0,15;0,20;0,30;0,15
09773137;Haunsheim;weiblich;0,79;0,14;0,17;0,30;0,18
09773137;Haunsheim;Insgesamt;1,60;0,28;0,38;0,60;0,33
09773139;Höchstädt a.d.Donau, St;männlich;3,39;0,62;0,95;1,23;0,59
09773139;Höchstädt a.d.Donau, St;weiblich;3,38;0,57;0,86;1,20;0,76
09773139;Höchstädt a.d.Donau, St;Insgesamt;6,77;1,19;1,81;2,43;1,35
09773140;Holzheim;männlich;1,85;0,32;0,47;0,71;0,35
09773140;Holzheim;weiblich;1,83;0,33;0,43;0,70;0,38
09773140;Holzheim;Insgesamt;3,68;0,65;0,89;1,41;0,72
09773143;Laugna;männlich;0,84;0,11;0,24;0,35;0,14
09773143;Laugna;weiblich;0,76;0,13;0,20;0,30;0,14
09773143;Laugna;Insgesamt;1,60;0,24;0,44;0,65;0,28
09773144;Lauingen (Donau), St;männlich;5,52;0,89;1,61;1,97;1,05
09773144;Lauingen (Donau), St;weiblich;5,54;0,87;1,40;1,99;1,28
09773144;Lauingen (Donau), St;Insgesamt;11,06;1,77;3,01;3,96;2,32
09773146;Lutzingen;männlich;0,50;0,09;0,11;0,21;0,10
09773146;Lutzingen;weiblich;0,50;0,09;0,12;0,17;0,12
09773146;Lutzingen;Insgesamt;1,00;0,17;0,23;0,38;0,22
09773147;Mödingen;männlich;0,67;0,13;0,18;0,23;0,13
09773147;Mödingen;weiblich;0,68;0,13;0,17;0,23;0,16
09773147;Mödingen;Insgesamt;1,35;0,25;0,35;0,46;0,29
09773150;Finningen;männlich;0,88;0,15;0,25;0,31;0,17
09773150;Finningen;weiblich;0,83;0,15;0,23;0,30;0,15
09773150;Finningen;Insgesamt;1,71;0,30;0,48;0,61;0,33
09773153;Medlingen;männlich;0,53;0,10;0,12;0,20;0,11
09773153;Medlingen;weiblich;0,49;0,09;0,11;0,18;0,11
09773153;Medlingen;Insgesamt;1,02;0,19;0,24;0,37;0,22
09773164;Schwenningen;männlich;0,72;0,12;0,19;0,29;0,12
09773164;Schwenningen;weiblich;0,70;0,11;0,18;0,26;0,15
09773164;Schwenningen;Insgesamt;1,42;0,23;0,37;0,55;0,28
09773170;Syrgenstein;männlich;1,86;0,30;0,48;0,71;0,36
09773170;Syrgenstein;weiblich;1,90;0,32;0,44;0,69;0,45
09773170;Syrgenstein;Insgesamt;3,76;0,62;0,92;1,40;0,82
09773179;Villenbach;männlich;0,66;0,13;0,17;0,26;0,10
09773179;Villenbach;weiblich;0,64;0,12;0,17;0,24;0,11
09773179;Villenbach;Insgesamt;1,29;0,24;0,33;0,50;0,22
09773182;Wertingen, St;männlich;4,66;0,90;1,20;1,69;0,87
09773182;Wertingen, St;weiblich;4,69;0,82;1,17;1,66;1,04
09773182;Wertingen, St;Insgesamt;9,35;1,72;2,36;3,35;1,91
09773183;Wittislingen, M;männlich;1,17;0,21;0,30;0,41;0,24
09773183;Wittislingen, M;weiblich;1,22;0,20;0,29;0,41;0,32
09773183;Wittislingen, M;Insgesamt;2,39;0,41;0,59;0,82;0,56
09773186;Ziertheim;männlich;0,51;0,08;0,12;0,19;0,11
09773186;Ziertheim;weiblich;0,51;0,08;0,11;0,19;0,13
09773186;Ziertheim;Insgesamt;1,02;0,17;0,24;0,38;0,24
09773187;Zöschingen;männlich;0,36;0,06;0,08;0,15;0,07
09773187;Zöschingen;weiblich;0,38;0,06;0,07;0,16;0,09
09773187;Zöschingen;Insgesamt;0,73;0,12;0,15;0,31;0,16
09773188;Zusamaltheim;männlich;0,63;0,11;0,17;0,26;0,10
09773188;Zusamaltheim;weiblich;0,58;0,09;0,14;0,25;0,11
09773188;Zusamaltheim;Insgesamt;1,21;0,20;0,31;0,51;0,20
09774111;Aletshausen;männlich;0,61;0,12;0,16;0,22;0,11
09774111;Aletshausen;weiblich;0,57;0,12;0,14;0,20;0,12
09774111;Aletshausen;Insgesamt;1,18;0,23;0,30;0,42;0,23
09774115;Balzhausen;männlich;0,62;0,11;0,18;0,23;0,09
09774115;Balzhausen;weiblich;0,58;0,11;0,16;0,22;0,10
09774115;Balzhausen;Insgesamt;1,20;0,22;0,34;0,46;0,19
09774116;Ursberg;männlich;1,69;0,23;0,44;0,67;0,35
09774116;Ursberg;weiblich;1,57;0,21;0,36;0,61;0,39
09774116;Ursberg;Insgesamt;3,26;0,43;0,80;1,28;0,74
09774117;Breitenthal;männlich;0,60;0,09;0,15;0,25;0,11
09774117;Breitenthal;weiblich;0,64;0,11;0,15;0,26;0,12
09774117;Breitenthal;Insgesamt;1,24;0,20;0,30;0,51;0,23
09774118;Bubesheim;männlich;0,79;0,16;0,21;0,28;0,15
09774118;Bubesheim;weiblich;0,77;0,16;0,17;0,29;0,15
09774118;Bubesheim;Insgesamt;1,55;0,32;0,38;0,56;0,30
09774119;Bibertal;männlich;2,48;0,44;0,69;0,91;0,44
09774119;Bibertal;weiblich;2,41;0,42;0,60;0,91;0,48
09774119;Bibertal;Insgesamt;4,89;0,86;1,29;1,82;0,92
09774121;Burgau, St;männlich;5,12;0,88;1,52;1,85;0,88
09774121;Burgau, St;weiblich;5,00;0,82;1,29;1,82;1,08
09774121;Burgau, St;Insgesamt;10,12;1,70;2,80;3,66;1,96
09774122;Burtenbach, M;männlich;1,78;0,27;0,52;0,70;0,29
09774122;Burtenbach, M;weiblich;1,67;0,27;0,41;0,63;0,36
09774122;Burtenbach, M;Insgesamt;3,45;0,55;0,93;1,32;0,65
09774124;Deisenhausen;männlich;0,75;0,14;0,18;0,29;0,14
09774124;Deisenhausen;weiblich;0,72;0,11;0,17;0,28;0,16
09774124;Deisenhausen;Insgesamt;1,47;0,25;0,35;0,57;0,30
09774127;Dürrlauingen;männlich;0,89;0,16;0,29;0,30;0,15
09774127;Dürrlauingen;weiblich;0,74;0,10;0,22;0,27;0,15
09774127;Dürrlauingen;Insgesamt;1,63;0,26;0,50;0,57;0,30
09774129;Ebershausen;männlich;0,31;0,06;0,07;0,12;0,06
09774129;Ebershausen;weiblich;0,29;0,05;0,06;0,12;0,06
09774129;Ebershausen;Insgesamt;0,60;0,11;0,14;0,24;0,12
09774133;Ellzee;männlich;0,59;0,11;0,15;0,22;0,11
09774133;Ellzee;weiblich;0,57;0,10;0,14;0,23;0,11
09774133;Ellzee;Insgesamt;1,16;0,21;0,28;0,45;0,22
09774135;Günzburg, GKSt;männlich;10,44;1,79;3,03;3,71;1,91
09774135;Günzburg, GKSt;weiblich;10,59;1,68;2,68;3,70;2,52
09774135;Günzburg, GKSt;Insgesamt;21,03;3,47;5,71;7,41;4,43
09774136;Gundremmingen;männlich;0,69;0,12;0,18;0,27;0,12
09774136;Gundremmingen;weiblich;0,66;0,13;0,16;0,24;0,13
09774136;Gundremmingen;Insgesamt;1,35;0,25;0,34;0,51;0,25
09774140;Haldenwang;männlich;0,99;0,21;0,26;0,37;0,16
09774140;Haldenwang;weiblich;0,98;0,17;0,27;0,36;0,19
09774140;Haldenwang;Insgesamt;1,97;0,37;0,53;0,72;0,35
09774143;Ichenhausen, St;männlich;4,70;0,84;1,38;1,69;0,80
09774143;Ichenhausen, St;weiblich;4,51;0,81;1,19;1,60;0,91
09774143;Ichenhausen, St;Insgesamt;9,21;1,64;2,57;3,29;1,71
09774144;Jettingen-Scheppach, M;männlich;3,59;0,63;1,03;1,32;0,62
09774144;Jettingen-Scheppach, M;weiblich;3,54;0,59;0,93;1,27;0,75
09774144;Jettingen-Scheppach, M;Insgesamt;7,13;1,22;1,96;2,59;1,36
09774145;Kammeltal;männlich;1,71;0,33;0,45;0,63;0,30
09774145;Kammeltal;weiblich;1,64;0,27;0,39;0,63;0,35
09774145;Kammeltal;Insgesamt;3,34;0,60;0,84;1,26;0,65
09774148;Kötz;männlich;1,68;0,32;0,42;0,63;0,32
09774148;Kötz;weiblich;1,56;0,25;0,36;0,60;0,36
09774148;Kötz;Insgesamt;3,24;0,56;0,78;1,23;0,67
09774150;Krumbach (Schwaben), St;männlich;6,68;1,25;1,88;2,30;1,24
09774150;Krumbach (Schwaben), St;weiblich;6,85;1,14;1,72;2,39;1,59
09774150;Krumbach (Schwaben), St;Insgesamt;13,52;2,39;3,61;4,69;2,83
09774151;Landensberg;männlich;0,38;0,05;0,12;0,16;0,06
09774151;Landensberg;weiblich;0,34;0,06;0,09;0,14;0,06
09774151;Landensberg;Insgesamt;0,73;0,11;0,20;0,30;0,12
09774155;Leipheim, St;männlich;3,82;0,70;1,15;1,40;0,57
09774155;Leipheim, St;weiblich;3,49;0,63;1,01;1,20;0,65
09774155;Leipheim, St;Insgesamt;7,31;1,33;2,16;2,60;1,23
09774160;Münsterhausen, M;männlich;1,03;0,18;0,29;0,39;0,16
09774160;Münsterhausen, M;weiblich;0,94;0,16;0,25;0,37;0,18
09774160;Münsterhausen, M;Insgesamt;1,97;0,34;0,54;0,76;0,34
09774162;Neuburg a.d.Kammel, M;männlich;1,60;0,30;0,41;0,59;0,31
09774162;Neuburg a.d.Kammel, M;weiblich;1,54;0,27;0,36;0,58;0,33
09774162;Neuburg a.d.Kammel, M;Insgesamt;3,14;0,57;0,76;1,17;0,64
09774166;Aichen;männlich;0,58;0,11;0,14;0,22;0,13
09774166;Aichen;weiblich;0,56;0,10;0,14;0,21;0,11
09774166;Aichen;Insgesamt;1,14;0,21;0,27;0,42;0,24
09774171;Offingen, M;männlich;2,17;0,36;0,63;0,80;0,39
09774171;Offingen, M;weiblich;2,15;0,37;0,53;0,79;0,45
09774171;Offingen, M;Insgesamt;4,31;0,73;1,16;1,58;0,84
09774174;Rettenbach;männlich;0,82;0,13;0,20;0,34;0,15
09774174;Rettenbach;weiblich;0,83;0,14;0,19;0,35;0,14
09774174;Rettenbach;Insgesamt;1,65;0,27;0,40;0,69;0,29
09774178;Röfingen;männlich;0,60;0,09;0,16;0,24;0,11
09774178;Röfingen;weiblich;0,56;0,09;0,13;0,22;0,12
09774178;Röfingen;Insgesamt;1,15;0,18;0,29;0,46;0,23
09774185;Thannhausen, St;männlich;3,08;0,52;0,91;1,09;0,57
09774185;Thannhausen, St;weiblich;3,17;0,49;0,84;1,14;0,70
09774185;Thannhausen, St;Insgesamt;6,25;1,01;1,75;2,23;1,27
09774189;Wiesenbach;männlich;0,51;0,10;0,14;0,19;0,08
09774189;Wiesenbach;weiblich;0,49;0,08;0,13;0,19;0,10
09774189;Wiesenbach;Insgesamt;0,99;0,17;0,27;0,38;0,18
09774191;Waldstetten, M;männlich;0,64;0,11;0,18;0,24;0,11
09774191;Waldstetten, M;weiblich;0,58;0,09;0,14;0,24;0,11
09774191;Waldstetten, M;Insgesamt;1,22;0,20;0,33;0,48;0,22
09774192;Waltenhausen;männlich;0,38;0,08;0,12;0,14;0,06
09774192;Waltenhausen;weiblich;0,36;0,07;0,09;0,13;0,07
09774192;Waltenhausen;Insgesamt;0,74;0,15;0,20;0,27;0,12
09774196;Winterbach;männlich;0,38;0,07;0,11;0,14;0,05
09774196;Winterbach;weiblich;0,36;0,06;0,09;0,14;0,07
09774196;Winterbach;Insgesamt;0,74;0,13;0,20;0,28;0,12
09774198;Ziemetshausen, M;männlich;1,60;0,32;0,43;0,61;0,24
09774198;Ziemetshausen, M;weiblich;1,53;0,29;0,37;0,56;0,30
09774198;Ziemetshausen, M;Insgesamt;3,12;0,61;0,80;1,17;0,54
09774444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09774444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09774444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09775111;Altenstadt, M;männlich;2,62;0,44;0,71;1,00;0,47
09775111;Altenstadt, M;weiblich;2,52;0,44;0,59;0,93;0,56
09775111;Altenstadt, M;Insgesamt;5,14;0,88;1,30;1,94;1,02
09775115;Bellenberg;männlich;2,23;0,37;0,57;0,82;0,48
09775115;Bellenberg;weiblich;2,30;0,37;0,53;0,87;0,54
09775115;Bellenberg;Insgesamt;4,53;0,73;1,10;1,69;1,01
09775118;Buch, M;männlich;2,07;0,36;0,54;0,82;0,34
09775118;Buch, M;weiblich;1,96;0,36;0,49;0,74;0,36
09775118;Buch, M;Insgesamt;4,02;0,73;1,03;1,57;0,70
09775126;Holzheim;männlich;0,99;0,19;0,24;0,37;0,20
09775126;Holzheim;weiblich;0,96;0,15;0,26;0,35;0,20
09775126;Holzheim;Insgesamt;1,95;0,34;0,50;0,72;0,39
09775129;Illertissen, St;männlich;8,65;1,57;2,38;3,09;1,62
09775129;Illertissen, St;weiblich;8,83;1,48;2,21;3,10;2,04
09775129;Illertissen, St;Insgesamt;17,48;3,04;4,58;6,20;3,66
09775132;Kellmünz a.d.Iller, M;männlich;0,72;0,12;0,21;0,28;0,11
09775132;Kellmünz a.d.Iller, M;weiblich;0,70;0,12;0,18;0,26;0,14
09775132;Kellmünz a.d.Iller, M;Insgesamt;1,42;0,24;0,38;0,54;0,25
09775134;Nersingen;männlich;4,79;0,84;1,33;1,72;0,90
09775134;Nersingen;weiblich;4,72;0,77;1,23;1,66;1,06
09775134;Nersingen;Insgesamt;9,51;1,61;2,56;3,38;1,97
09775135;Neu-Ulm, GKSt;männlich;29,05;5,23;9,21;9,79;4,83
09775135;Neu-Ulm, GKSt;weiblich;29,93;5,03;8,78;9,65;6,46
09775135;Neu-Ulm, GKSt;Insgesamt;58,98;10,26;17,99;19,44;11,29
09775139;Elchingen;männlich;4,72;0,83;1,16;1,72;1,00
09775139;Elchingen;weiblich;4,83;0,81;1,13;1,73;1,16
09775139;Elchingen;Insgesamt;9,54;1,64;2,30;3,45;2,16
09775141;Oberroth;männlich;0,46;0,10;0,11;0,18;0,07
09775141;Oberroth;weiblich;0,45;0,10;0,11;0,17;0,08
09775141;Oberroth;Insgesamt;0,91;0,20;0,22;0,34;0,15
09775142;Osterberg;männlich;0,44;0,08;0,11;0,18;0,07
